time,state,car_sales,car_sales2,,,,,,,,,,,,,,,,,,,,
1-Sep-15,QLD,20 387,20387,,,,,,,,,,,,,,,,,,,,
1-Sep-15,SA,5 859,5859,,,,,,,,,,,,,,,,,,,,
1-Sep-15,WA,9 009,9009,,,,,,,,,,,,,,,,,,,,
1-Sep-15,TAS,2 090,2090,,,,,,,,,,,,,,,,,,,,
1-Sep-15,NT,785,785,,,,,,,,,,,,,,,,,,,,
1-Sep-15,ACT,1 604,1604,,,,,,,,,,,,,,,,,,,,
1-Oct-15,NSW,31 196,31196,,,,,,,,,,,,,,,,,,,,
1-Oct-15,VIC,26 503,26503,,,,,,,,,,,,,,,,,,,,
1-Oct-15,QLD,18 246,18246,,,,,,,,,,,,,,,,,,,,
1-Oct-15,SA,5 825,5825,,,,,,,,,,,,,,,,,,,,
1-Oct-15,WA,8 534,8534,,,,,,,,,,,,,,,,,,,,
1-Oct-15,TAS,1 719,1719,,,,,,,,,,,,,,,,,,,,
1-Oct-15,NT,785,785,,,,,,,,,,,,,,,,,,,,
1-Oct-15,ACT,1 513,1513,,,,,,,,,,,,,,,,,,,,
1-Nov-15,NSW,33 176,33176,,,,,,,,,,,,,,,,,,,,
1-Nov-15,VIC,27 421,27421,,,,,,,,,,,,,,,,,,,,
1-Nov-15,QLD,19 249,19249,,,,,,,,,,,,,,,,,,,,
1-Nov-15,SA,6 019,6019,,,,,,,,,,,,,,,,,,,,
1-Nov-15,WA,8 724,8724,,,,,,,,,,,,,,,,,,,,
1-Nov-15,TAS,1 764,1764,,,,,,,,,,,,,,,,,,,,
1-Nov-15,NT,734,734,,,,,,,,,,,,,,,,,,,,
1-Nov-15,ACT,1 552,1552,,,,,,,,,,,,,,,,,,,,
1-Dec-15,NSW,32 740,32740,,,,,,,,,,,,,,,,,,,,
1-Dec-15,VIC,27 785,27785,,,,,,,,,,,,,,,,,,,,
1-Dec-15,QLD,19 711,19711,,,,,,,,,,,,,,,,,,,,
1-Dec-15,SA,6 315,6315,,,,,,,,,,,,,,,,,,,,
1-Dec-15,WA,8 969,8969,,,,,,,,,,,,,,,,,,,,
1-Dec-15,TAS,1 913,1913,,,,,,,,,,,,,,,,,,,,
1-Dec-15,NT,733,733,,,,,,,,,,,,,,,,,,,,
1-Dec-15,ACT,1 450,1450,,,,,,,,,,,,,,,,,,,,
1-Jan-16,NSW,28 392,28392,,,,,,,,,,,,,,,,,,,,
1-Jan-16,VIC,22 426,22426,,,,,,,,,,,,,,,,,,,,
1-Jan-16,QLD,17 193,17193,,,,,,,,,,,,,,,,,,,,
1-Jan-16,SA,5 208,5208,,,,,,,,,,,,,,,,,,,,
1-Jan-16,WA,7 861,7861,,,,,,,,,,,,,,,,,,,,
1-Jan-16,TAS,1 298,1298,,,,,,,,,,,,,,,,,,,,
1-Jan-16,NT,626,626,,,,,,,,,,,,,,,,,,,,
1-Jan-16,ACT,1 369,1369,,,,,,,,,,,,,,,,,,,,
1-Feb-16,NSW,32 633,32633,,,,,,,,,,,,,,,,,,,,
1-Feb-16,VIC,26 782,26782,,,,,,,,,,,,,,,,,,,,
1-Feb-16,QLD,18 711,18711,,,,,,,,,,,,,,,,,,,,
1-Feb-16,SA,5 988,5988,,,,,,,,,,,,,,,,,,,,
1-Feb-16,WA,8 725,8725,,,,,,,,,,,,,,,,,,,,
1-Feb-16,TAS,1 319,1319,,,,,,,,,,,,,,,,,,,,
1-Feb-16,NT,851,851,,,,,,,,,,,,,,,,,,,,
1-Feb-16,ACT,1 434,1434,,,,,,,,,,,,,,,,,,,,
1-Mar-16,NSW,35 963,35963,,,,,,,,,,,,,,,,,,,,
1-Mar-16,VIC,27 716,27716,,,,,,,,,,,,,,,,,,,,
1-Mar-16,QLD,21 470,21470,,,,,,,,,,,,,,,,,,,,
1-Mar-16,SA,6 087,6087,,,,,,,,,,,,,,,,,,,,
1-Mar-16,WA,9 054,9054,,,,,,,,,,,,,,,,,,,,
1-Mar-16,TAS,1 515,1515,,,,,,,,,,,,,,,,,,,,
1-Mar-16,NT,1 023,1023,,,,,,,,,,,,,,,,,,,,
1-Mar-16,ACT,1 684,1684,,,,,,,,,,,,,,,,,,,,
1-Apr-16,NSW,29 391,29391,,,,,,,,,,,,,,,,,,,,
1-Apr-16,VIC,23 963,23963,,,,,,,,,,,,,,,,,,,,
1-Apr-16,QLD,17 753,17753,,,,,,,,,,,,,,,,,,,,
1-Apr-16,SA,5 174,5174,,,,,,,,,,,,,,,,,,,,
1-Apr-16,WA,7 601,7601,,,,,,,,,,,,,,,,,,,,
1-Apr-16,TAS,1 313,1313,,,,,,,,,,,,,,,,,,,,
1-Apr-16,NT,969,969,,,,,,,,,,,,,,,,,,,,
1-Apr-16,ACT,1 407,1407,,,,,,,,,,,,,,,,,,,,
1-May-16,NSW,32 867,32867,,,,,,,,,,,,,,,,,,,,
1-May-16,VIC,26 125,26125,,,,,,,,,,,,,,,,,,,,
1-May-16,QLD,19 565,19565,,,,,,,,,,,,,,,,,,,,
1-May-16,SA,5 949,5949,,,,,,,,,,,,,,,,,,,,
1-May-16,WA,7 935,7935,,,,,,,,,,,,,,,,,,,,
1-May-16,TAS,1 503,1503,,,,,,,,,,,,,,,,,,,,
1-May-16,NT,1 180,1180,,,,,,,,,,,,,,,,,,,,
1-May-16,ACT,1 548,1548,,,,,,,,,,,,,,,,,,,,
1-Jun-16,NSW,43 449,43449,,,,,,,,,,,,,,,,,,,,
1-Jun-16,VIC,34 262,34262,,,,,,,,,,,,,,,,,,,,
1-Jun-16,QLD,27 270,27270,,,,,,,,,,,,,,,,,,,,
1-Jun-16,SA,7 613,7613,,,,,,,,,,,,,,,,,,,,
1-Jun-16,WA,10 749,10749,,,,,,,,,,,,,,,,,,,,
1-Jun-16,TAS,1 853,1853,,,,,,,,,,,,,,,,,,,,
1-Jun-16,NT,1 240,1240,,,,,,,,,,,,,,,,,,,,
1-Jun-16,ACT,2 133,2133,,,,,,,,,,,,,,,,,,,,
1-Jul-16,NSW,30 219,30219,,,,,,,,,,,,,,,,,,,,
1-Jul-16,VIC,25 517,25517,,,,,,,,,,,,,,,,,,,,
1-Jul-16,QLD,18 445,18445,,,,,,,,,,,,,,,,,,,,
1-Jul-16,SA,5 210,5210,,,,,,,,,,,,,,,,,,,,
1-Jul-16,WA,8 234,8234,,,,,,,,,,,,,,,,,,,,
1-Jul-16,TAS,1 389,1389,,,,,,,,,,,,,,,,,,,,
1-Jul-16,NT,831,831,,,,,,,,,,,,,,,,,,,,
1-Jul-16,ACT,1 486,1486,,,,,,,,,,,,,,,,,,,,
1-Aug-16,NSW,31 788,31788,,,,,,,,,,,,,,,,,,,,
1-Aug-16,VIC,27 096,27096,,,,,,,,,,,,,,,,,,,,
1-Aug-16,QLD,18 062,18062,,,,,,,,,,,,,,,,,,,,
1-Aug-16,SA,5 785,5785,,,,,,,,,,,,,,,,,,,,
1-Aug-16,WA,8 144,8144,,,,,,,,,,,,,,,,,,,,
1-Aug-16,TAS,1 743,1743,,,,,,,,,,,,,,,,,,,,
1-Aug-16,NT,881,881,,,,,,,,,,,,,,,,,,,,
1-Aug-16,ACT,1 410,1410,,,,,,,,,,,,,,,,,,,,
1-Sep-16,NSW,34 424,34424,,,,,,,,,,,,,,,,,,,,
1-Sep-16,VIC,28 766,28766,,,,,,,,,,,,,,,,,,,,
1-Sep-16,QLD,19 702,19702,,,,,,,,,,,,,,,,,,,,
1-Sep-16,SA,6 551,6551,,,,,,,,,,,,,,,,,,,,
1-Sep-16,WA,8 668,8668,,,,,,,,,,,,,,,,,,,,
1-Sep-16,TAS,2 074,2074,,,,,,,,,,,,,,,,,,,,
1-Sep-16,NT,880,880,,,,,,,,,,,,,,,,,,,,
1-Sep-16,ACT,1 631,1631,,,,,,,,,,,,,,,,,,,,
1-Oct-16,NSW,31 850,31850,,,,,,,,,,,,,,,,,,,,
1-Oct-16,VIC,27 546,27546,,,,,,,,,,,,,,,,,,,,
1-Oct-16,QLD,16 870,16870,,,,,,,,,,,,,,,,,,,,
1-Oct-16,SA,5 450,5450,,,,,,,,,,,,,,,,,,,,
1-Oct-16,WA,7 580,7580,,,,,,,,,,,,,,,,,,,,
1-Oct-16,TAS,1 937,1937,,,,,,,,,,,,,,,,,,,,
1-Oct-16,NT,713,713,,,,,,,,,,,,,,,,,,,,
1-Oct-16,ACT,1 411,1411,,,,,,,,,,,,,,,,,,,,
1-Nov-16,NSW,32 955,32955,,,,,,,,,,,,,,,,,,,,
1-Nov-16,VIC,28 991,28991,,,,,,,,,,,,,,,,,,,,
1-Nov-16,QLD,18 733,18733,,,,,,,,,,,,,,,,,,,,
1-Nov-16,SA,6 259,6259,,,,,,,,,,,,,,,,,,,,
1-Nov-16,WA,7 657,7657,,,,,,,,,,,,,,,,,,,,
1-Nov-16,TAS,1 903,1903,,,,,,,,,,,,,,,,,,,,
1-Nov-16,NT,808,808,,,,,,,,,,,,,,,,,,,,
1-Nov-16,ACT,1 631,1631,,,,,,,,,,,,,,,,,,,,
1-Dec-16,NSW,33 632,33632,,,,,,,,,,,,,,,,,,,,
1-Dec-16,VIC,27 065,27065,,,,,,,,,,,,,,,,,,,,
1-Dec-16,QLD,19 252,19252,,,,,,,,,,,,,,,,,,,,
1-Dec-16,SA,6 464,6464,,,,,,,,,,,,,,,,,,,,
1-Dec-16,WA,8 026,8026,,,,,,,,,,,,,,,,,,,,
1-Dec-16,TAS,1 918,1918,,,,,,,,,,,,,,,,,,,,
1-Dec-16,NT,734,734,,,,,,,,,,,,,,,,,,,,
1-Dec-16,ACT,1 672,1672,,,,,,,,,,,,,,,,,,,,
1-Jan-17,NSW,29 068,29068,,,,,,,,,,,,,,,,,,,,
1-Jan-17,VIC,24 535,24535,,,,,,,,,,,,,,,,,,,,
1-Jan-17,QLD,15 709,15709,,,,,,,,,,,,,,,,,,,,
1-Jan-17,SA,5 134,5134,,,,,,,,,,,,,,,,,,,,
1-Jan-17,WA,7 037,7037,,,,,,,,,,,,,,,,,,,,
1-Jan-17,TAS,1 337,1337,,,,,,,,,,,,,,,,,,,,
1-Jan-17,NT,652,652,,,,,,,,,,,,,,,,,,,,
1-Jan-17,ACT,1 438,1438,,,,,,,,,,,,,,,,,,,,
1-Feb-17,NSW,30 221,30221,,,,,,,,,,,,,,,,,,,,
1-Feb-17,VIC,24 917,24917,,,,,,,,,,,,,,,,,,,,
1-Feb-17,QLD,17 474,17474,,,,,,,,,,,,,,,,,,,,
1-Feb-17,SA,5 354,5354,,,,,,,,,,,,,,,,,,,,
1-Feb-17,WA,7 526,7526,,,,,,,,,,,,,,,,,,,,
1-Feb-17,TAS,1 334,1334,,,,,,,,,,,,,,,,,,,,
1-Feb-17,NT,760,760,,,,,,,,,,,,,,,,,,,,
1-Feb-17,ACT,1 439,1439,,,,,,,,,,,,,,,,,,,,
1-Mar-17,NSW,35 677,35677,,,,,,,,,,,,,,,,,,,,
1-Mar-17,VIC,29 252,29252,,,,,,,,,,,,,,,,,,,,
1-Mar-17,QLD,21 217,21217,,,,,,,,,,,,,,,,,,,,
1-Mar-17,SA,6 387,6387,,,,,,,,,,,,,,,,,,,,
1-Mar-17,WA,8 712,8712,,,,,,,,,,,,,,,,,,,,
1-Mar-17,TAS,1 536,1536,,,,,,,,,,,,,,,,,,,,
1-Mar-17,NT,946,946,,,,,,,,,,,,,,,,,,,,
1-Mar-17,ACT,1 683,1683,,,,,,,,,,,,,,,,,,,,
1-Apr-17,NSW,28 565,28565,,,,,,,,,,,,,,,,,,,,
1-Apr-17,VIC,23 292,23292,,,,,,,,,,,,,,,,,,,,
1-Apr-17,QLD,16 312,16312,,,,,,,,,,,,,,,,,,,,
1-Apr-17,SA,4 951,4951,,,,,,,,,,,,,,,,,,,,
1-Apr-17,WA,6 634,6634,,,,,,,,,,,,,,,,,,,,
1-Apr-17,TAS,1 214,1214,,,,,,,,,,,,,,,,,,,,
1-Apr-17,NT,910,910,,,,,,,,,,,,,,,,,,,,
1-Apr-17,ACT,1 257,1257,,,,,,,,,,,,,,,,,,,,
1-May-17,NSW,34 545,34545,,,,,,,,,,,,,,,,,,,,
1-May-17,VIC,29 077,29077,,,,,,,,,,,,,,,,,,,,
1-May-17,QLD,20 674,20674,,,,,,,,,,,,,,,,,,,,
1-May-17,SA,6 133,6133,,,,,,,,,,,,,,,,,,,,
1-May-17,WA,8 154,8154,,,,,,,,,,,,,,,,,,,,
1-May-17,TAS,1 540,1540,,,,,,,,,,,,,,,,,,,,
1-May-17,NT,1 276,1276,,,,,,,,,,,,,,,,,,,,
1-May-17,ACT,1 502,1502,,,,,,,,,,,,,,,,,,,,
1-Jun-17,NSW,44 341,44341,,,,,,,,,,,,,,,,,,,,
1-Jun-17,VIC,37 255,37255,,,,,,,,,,,,,,,,,,,,
1-Jun-17,QLD,28 768,28768,,,,,,,,,,,,,,,,,,,,
1-Jun-17,SA,8 213,8213,,,,,,,,,,,,,,,,,,,,
1-Jun-17,WA,10 161,10161,,,,,,,,,,,,,,,,,,,,
1-Jun-17,TAS,1 953,1953,,,,,,,,,,,,,,,,,,,,
1-Jun-17,NT,1 333,1333,,,,,,,,,,,,,,,,,,,,
1-Jun-17,ACT,2 147,2147,,,,,,,,,,,,,,,,,,,,
1-Jul-17,NSW,30 620,30620,,,,,,,,,,,,,,,,,,,,
1-Jul-17,VIC,26 584,26584,,,,,,,,,,,,,,,,,,,,
1-Jul-17,QLD,18 540,18540,,,,,,,,,,,,,,,,,,,,
1-Jul-17,SA,5 663,5663,,,,,,,,,,,,,,,,,,,,
1-Jul-17,WA,7 576,7576,,,,,,,,,,,,,,,,,,,,
1-Jul-17,TAS,1 376,1376,,,,,,,,,,,,,,,,,,,,
1-Jul-17,NT,914,914,,,,,,,,,,,,,,,,,,,,
1-Jul-17,ACT,1 481,1481,,,,,,,,,,,,,,,,,,,,
1-Aug-17,NSW,32 137,32137,,,,,,,,,,,,,,,,,,,,
1-Aug-17,VIC,27 569,27569,,,,,,,,,,,,,,,,,,,,
1-Aug-17,QLD,18 695,18695,,,,,,,,,,,,,,,,,,,,
1-Aug-17,SA,5 790,5790,,,,,,,,,,,,,,,,,,,,
1-Aug-17,WA,8 487,8487,,,,,,,,,,,,,,,,,,,,
1-Aug-17,TAS,1 538,1538,,,,,,,,,,,,,,,,,,,,
1-Aug-17,NT,904,904,,,,,,,,,,,,,,,,,,,,
1-Aug-17,ACT,1 542,1542,,,,,,,,,,,,,,,,,,,,
1-Sep-17,NSW,34 168,34168,,,,,,,,,,,,,,,,,,,,
1-Sep-17,VIC,28 096,28096,,,,,,,,,,,,,,,,,,,,
1-Sep-17,QLD,19 175,19175,,,,,,,,,,,,,,,,,,,,
1-Sep-17,SA,6 029,6029,,,,,,,,,,,,,,,,,,,,
1-Sep-17,WA,8 401,8401,,,,,,,,,,,,,,,,,,,,
1-Sep-17,TAS,2 016,2016,,,,,,,,,,,,,,,,,,,,
1-Sep-17,NT,821,821,,,,,,,,,,,,,,,,,,,,
1-Sep-17,ACT,1 494,1494,,,,,,,,,,,,,,,,,,,,
1-Oct-17,NSW,31 454,31454,,,,,,,,,,,,,,,,,,,,
1-Oct-17,VIC,28 098,28098,,,,,,,,,,,,,,,,,,,,
1-Oct-17,QLD,17 860,17860,,,,,,,,,,,,,,,,,,,,
1-Oct-17,SA,5 831,5831,,,,,,,,,,,,,,,,,,,,
1-Oct-17,WA,8 458,8458,,,,,,,,,,,,,,,,,,,,
1-Oct-17,TAS,1 870,1870,,,,,,,,,,,,,,,,,,,,
1-Oct-17,NT,744,744,,,,,,,,,,,,,,,,,,,,
1-Oct-17,ACT,1 448,1448,,,,,,,,,,,,,,,,,,,,
1-Nov-17,NSW,33 463,33463,,,,,,,,,,,,,,,,,,,,
1-Nov-17,VIC,29 332,29332,,,,,,,,,,,,,,,,,,,,
1-Nov-17,QLD,19 134,19134,,,,,,,,,,,,,,,,,,,,
1-Nov-17,SA,6 330,6330,,,,,,,,,,,,,,,,,,,,
1-Nov-17,WA,8 685,8685,,,,,,,,,,,,,,,,,,,,
1-Nov-17,TAS,2 021,2021,,,,,,,,,,,,,,,,,,,,
1-Nov-17,NT,789,789,,,,,,,,,,,,,,,,,,,,
1-Nov-17,ACT,1 611,1611,,,,,,,,,,,,,,,,,,,,
1-Dec-17,NSW,33 014,33014,,,,,,,,,,,,,,,,,,,,
1-Dec-17,VIC,31 336,31336,,,,,,,,,,,,,,,,,,,,
1-Dec-17,QLD,19 543,19543,,,,,,,,,,,,,,,,,,,,
1-Dec-17,SA,6 611,6611,,,,,,,,,,,,,,,,,,,,
1-Dec-17,WA,7 942,7942,,,,,,,,,,,,,,,,,,,,
1-Dec-17,TAS,2 166,2166,,,,,,,,,,,,,,,,,,,,
1-Dec-17,NT,710,710,,,,,,,,,,,,,,,,,,,,
1-Dec-17,ACT,1 498,1498,,,,,,,,,,,,,,,,,,,,
1-Jan-11,NSW,29 068,23560,,,,,,,,,,,,,,,,,,,,
1-Jan-11,VIC,24 535,20323,,,,,,,,,,,,,,,,,,,,
1-Jan-11,QLD,15 709,13300,,,,,,,,,,,,,,,,,,,,
1-Jan-11,SA,5 134,4792,,,,,,,,,,,,,,,,,,,,
1-Jan-11,WA,7 037,8289,,,,,,,,,,,,,,,,,,,,
1-Jan-11,TAS,1 337,1309,,,,,,,,,,,,,,,,,,,,
1-Jan-11,NT,652,772,,,,,,,,,,,,,,,,,,,,
1-Jan-11,ACT,1 438,1239,,,,,,,,,,,,,,,,,,,,
1-Feb-11,NSW,30 221,25048,,,,,,,,,,,,,,,,,,,,
1-Feb-11,VIC,24 917,22446,,,,,,,,,,,,,,,,,,,,
1-Feb-11,QLD,17 474,16283,,,,,,,,,,,,,,,,,,,,
1-Feb-11,SA,5 354,5128,,,,,,,,,,,,,,,,,,,,
1-Feb-11,WA,7 526,8686,,,,,,,,,,,,,,,,,,,,
1-Feb-11,TAS,1 334,1273,,,,,,,,,,,,,,,,,,,,
1-Feb-11,NT,760,680,,,,,,,,,,,,,,,,,,,,
1-Feb-11,ACT,1 439,1352,,,,,,,,,,,,,,,,,,,,
1-Mar-11,NSW,35 677,29750,,,,,,,,,,,,,,,,,,,,
1-Mar-11,VIC,29 252,24808,,,,,,,,,,,,,,,,,,,,
1-Mar-11,QLD,21 217,20395,,,,,,,,,,,,,,,,,,,,
1-Mar-11,SA,6 387,5360,,,,,,,,,,,,,,,,,,,,
1-Mar-11,WA,8 712,9718,,,,,,,,,,,,,,,,,,,,
1-Mar-11,TAS,1 536,1520,,,,,,,,,,,,,,,,,,,,
1-Mar-11,NT,946,995,,,,,,,,,,,,,,,,,,,,
1-Mar-11,ACT,1 683,1438,,,,,,,,,,,,,,,,,,,,
1-Apr-11,NSW,28 565,22570,,,,,,,,,,,,,,,,,,,,
1-Apr-11,VIC,23 292,19535,,,,,,,,,,,,,,,,,,,,
1-Apr-11,QLD,16 312,16403,,,,,,,,,,,,,,,,,,,,
1-Apr-11,SA,4 951,4467,,,,,,,,,,,,,,,,,,,,
1-Apr-11,WA,6 634,8101,,,,,,,,,,,,,,,,,,,,
1-Apr-11,TAS,1 214,1124,,,,,,,,,,,,,,,,,,,,
1-Apr-11,NT,910,862,,,,,,,,,,,,,,,,,,,,
1-Apr-11,ACT,1 257,1152,,,,,,,,,,,,,,,,,,,,
1-May-11,NSW,34 545,24470,,,,,,,,,,,,,,,,,,,,
1-May-11,VIC,29 077,19570,,,,,,,,,,,,,,,,,,,,
1-May-11,QLD,20 674,16519,,,,,,,,,,,,,,,,,,,,
1-May-11,SA,6 133,4782,,,,,,,,,,,,,,,,,,,,
1-May-11,WA,8 154,8703,,,,,,,,,,,,,,,,,,,,
1-May-11,TAS,1 540,1268,,,,,,,,,,,,,,,,,,,,
1-May-11,NT,1 276,942,,,,,,,,,,,,,,,,,,,,
1-May-11,ACT,1 502,1147,,,,,,,,,,,,,,,,,,,,
1-Jun-11,NSW,44 341,29685,,,,,,,,,,,,,,,,,,,,
1-Jun-11,VIC,37 255,25091,,,,,,,,,,,,,,,,,,,,
1-Jun-11,QLD,28 768,21062,,,,,,,,,,,,,,,,,,,,
1-Jun-11,SA,8 213,6057,,,,,,,,,,,,,,,,,,,,
1-Jun-11,WA,10 161,10424,,,,,,,,,,,,,,,,,,,,
1-Jun-11,TAS,1 953,1443,,,,,,,,,,,,,,,,,,,,
1-Jun-11,NT,1 333,985,,,,,,,,,,,,,,,,,,,,
1-Jun-11,ACT,2 147,1410,,,,,,,,,,,,,,,,,,,,
1-Jul-11,NSW,30 620,24893,,,,,,,,,,,,,,,,,,,,
1-Jul-11,VIC,26 584,21743,,,,,,,,,,,,,,,,,,,,
1-Jul-11,QLD,18 540,17341,,,,,,,,,,,,,,,,,,,,
1-Jul-11,SA,5 663,5255,,,,,,,,,,,,,,,,,,,,
1-Jul-11,WA,7 576,8433,,,,,,,,,,,,,,,,,,,,
1-Jul-11,TAS,1 376,1196,,,,,,,,,,,,,,,,,,,,
1-Jul-11,NT,914,800,,,,,,,,,,,,,,,,,,,,
1-Jul-11,ACT,1 481,1330,,,,,,,,,,,,,,,,,,,,
1-Aug-11,NSW,32 137,27274,,,,,,,,,,,,,,,,,,,,
1-Aug-11,VIC,27 569,23436,,,,,,,,,,,,,,,,,,,,
1-Aug-11,QLD,18 695,18298,,,,,,,,,,,,,,,,,,,,
1-Aug-11,SA,5 790,5446,,,,,,,,,,,,,,,,,,,,
1-Aug-11,WA,8 487,9903,,,,,,,,,,,,,,,,,,,,
1-Aug-11,TAS,1 538,1581,,,,,,,,,,,,,,,,,,,,
1-Aug-11,NT,904,802,,,,,,,,,,,,,,,,,,,,
1-Aug-11,ACT,1 542,1342,,,,,,,,,,,,,,,,,,,,
1-Sep-11,NSW,34 168,26661,,,,,,,,,,,,,,,,,,,,
1-Sep-11,VIC,28 096,22845,,,,,,,,,,,,,,,,,,,,
1-Sep-11,QLD,19 175,18040,,,,,,,,,,,,,,,,,,,,
1-Sep-11,SA,6 029,5853,,,,,,,,,,,,,,,,,,,,
1-Sep-11,WA,8 401,9731,,,,,,,,,,,,,,,,,,,,
1-Sep-11,TAS,2 016,1494,,,,,,,,,,,,,,,,,,,,
1-Sep-11,NT,821,881,,,,,,,,,,,,,,,,,,,,
1-Sep-11,ACT,1 494,1314,,,,,,,,,,,,,,,,,,,,
1-Oct-11,NSW,31 454,26608,,,,,,,,,,,,,,,,,,,,
1-Oct-11,VIC,28 098,22996,,,,,,,,,,,,,,,,,,,,
1-Oct-11,QLD,17 860,17972,,,,,,,,,,,,,,,,,,,,
1-Oct-11,SA,5 831,5041,,,,,,,,,,,,,,,,,,,,
1-Oct-11,WA,8 458,8974,,,,,,,,,,,,,,,,,,,,
1-Oct-11,TAS,1 870,1439,,,,,,,,,,,,,,,,,,,,
1-Oct-11,NT,744,808,,,,,,,,,,,,,,,,,,,,
1-Oct-11,ACT,1 448,1358,,,,,,,,,,,,,,,,,,,,
1-Nov-11,NSW,33 463,28966,,,,,,,,,,,,,,,,,,,,
1-Nov-11,VIC,29 332,23049,,,,,,,,,,,,,,,,,,,,
1-Nov-11,QLD,19 134,18038,,,,,,,,,,,,,,,,,,,,
1-Nov-11,SA,6 330,5304,,,,,,,,,,,,,,,,,,,,
1-Nov-11,WA,8 685,9650,,,,,,,,,,,,,,,,,,,,
1-Nov-11,TAS,2 021,1435,,,,,,,,,,,,,,,,,,,,
1-Nov-11,NT,789,799,,,,,,,,,,,,,,,,,,,,
1-Nov-11,ACT,1 611,1413,,,,,,,,,,,,,,,,,,,,
1-Dec-11,NSW,33 014,25109,,,,,,,,,,,,,,,,,,,,
1-Dec-11,VIC,31 336,22356,,,,,,,,,,,,,,,,,,,,
1-Dec-11,QLD,19 543,17225,,,,,,,,,,,,,,,,,,,,
1-Dec-11,SA,6 611,5275,,,,,,,,,,,,,,,,,,,,
1-Dec-11,WA,7 942,8880,,,,,,,,,,,,,,,,,,,,
1-Dec-11,TAS,2 166,1687,,,,,,,,,,,,,,,,,,,,
1-Dec-11,NT,710,666,,,,,,,,,,,,,,,,,,,,
1-Dec-11,ACT,1 498,1261,,,,,,,,,,,,,,,,,,,,
1-Jan-10,NSW,2 498,22820,,,,,,,,,,,,,,,,,,,,
1-Jan-10,VIC,3 498,19746,,,,,,,,,,,,,,,,,,,,
1-Jan-10,QLD,4 498,15253,,,,,,,,,,,,,,,,,,,,
1-Jan-10,SA,5 498,5151,,,,,,,,,,,,,,,,,,,,
1-Jan-10,WA,6 498,8521,,,,,,,,,,,,,,,,,,,,
1-Jan-10,TAS,7 498,1487,,,,,,,,,,,,,,,,,,,,
1-Jan-10,NT,8 498,716,,,,,,,,,,,,,,,,,,,,
1-Jan-10,ACT,9 498,1170,,,,,,,,,,,,,,,,,,,,
1-Feb-10,NSW,10 498,25708,,,,,,,,,,,,,,,,,,,,
1-Feb-10,VIC,11 498,21924,,,,,,,,,,,,,,,,,,,,
1-Feb-10,QLD,12 498,16744,,,,,,,,,,,,,,,,,,,,
1-Feb-10,SA,13 498,5242,,,,,,,,,,,,,,,,,,,,
1-Feb-10,WA,14 498,9048,,,,,,,,,,,,,,,,,,,,
1-Feb-10,TAS,15 498,1474,,,,,,,,,,,,,,,,,,,,
1-Feb-10,NT,16 498,742,,,,,,,,,,,,,,,,,,,,
1-Feb-10,ACT,17 498,1337,,,,,,,,,,,,,,,,,,,,
1-Mar-10,NSW,18 498,29083,,,,,,,,,,,,,,,,,,,,
1-Mar-10,VIC,19 498,26380,,,,,,,,,,,,,,,,,,,,
1-Mar-10,QLD,20 498,19480,,,,,,,,,,,,,,,,,,,,
1-Mar-10,SA,21 498,5950,,,,,,,,,,,,,,,,,,,,
1-Mar-10,WA,22 498,9636,,,,,,,,,,,,,,,,,,,,
1-Mar-10,TAS,23 498,1711,,,,,,,,,,,,,,,,,,,,
1-Mar-10,NT,24 498,1038,,,,,,,,,,,,,,,,,,,,
1-Mar-10,ACT,25 498,1466,,,,,,,,,,,,,,,,,,,,
1-Apr-10,NSW,26 498,23616,,,,,,,,,,,,,,,,,,,,
1-Apr-10,VIC,27 498,22660,,,,,,,,,,,,,,,,,,,,
1-Apr-10,QLD,28 498,16326,,,,,,,,,,,,,,,,,,,,
1-Apr-10,SA,29 498,4944,,,,,,,,,,,,,,,,,,,,
1-Apr-10,WA,30 498,10331,,,,,,,,,,,,,,,,,,,,
1-Apr-10,TAS,31 498,1406,,,,,,,,,,,,,,,,,,,,
1-Apr-10,NT,32 498,872,,,,,,,,,,,,,,,,,,,,
1-Apr-10,ACT,33 498,1246,,,,,,,,,,,,,,,,,,,,
1-May-10,NSW,34 498,26531,,,,,,,,,,,,,,,,,,,,
1-May-10,VIC,35 498,23994,,,,,,,,,,,,,,,,,,,,
1-May-10,QLD,36 498,18370,,,,,,,,,,,,,,,,,,,,
1-May-10,SA,37 498,5798,,,,,,,,,,,,,,,,,,,,
1-May-10,WA,38 498,10604,,,,,,,,,,,,,,,,,,,,
1-May-10,TAS,39 498,1527,,,,,,,,,,,,,,,,,,,,
1-May-10,NT,40 498,997,,,,,,,,,,,,,,,,,,,,
1-May-10,ACT,41 498,1397,,,,,,,,,,,,,,,,,,,,
1-Jun-10,NSW,42 498,33240,,,,,,,,,,,,,,,,,,,,
1-Jun-10,VIC,43 498,29192,,,,,,,,,,,,,,,,,,,,
1-Jun-10,QLD,44 498,22956,,,,,,,,,,,,,,,,,,,,
1-Jun-10,SA,45 498,7109,,,,,,,,,,,,,,,,,,,,
1-Jun-10,WA,46 498,11647,,,,,,,,,,,,,,,,,,,,
1-Jun-10,TAS,47 498,1779,,,,,,,,,,,,,,,,,,,,
1-Jun-10,NT,48 498,1133,,,,,,,,,,,,,,,,,,,,
